Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,1,1,1,0,6608,0,137,180,1,2,1
1,1,1,0,0,2882,1843,123,480,1,1,1
1,1,0,0,0,1809,1868,90,360,1,2,1
1,1,0,1,0,1668,3890,201,360,0,1,0
0,0,2,0,0,3427,0,138,360,1,2,0
1,0,0,1,1,2583,2167,104,360,1,0,1
1,1,1,1,0,2661,7101,279,180,1,1,1
0,0,3,0,0,3083,0,255,360,1,0,1
1,0,0,1,0,6045,0,115,360,0,0,0
1,1,3,0,0,5250,0,94,360,1,2,0
1,1,0,0,0,14683,2100,304,360,1,0,0
1,1,3,1,0,4931,0,128,360,1,1,0
1,1,1,0,0,6083,4250,330,360,1,2,1
1,0,0,0,0,2060,2209,134,360,1,1,1
0,0,1,0,0,3481,0,155,36,1,1,0
0,0,0,0,0,7200,0,120,360,1,0,1
1,0,0,0,1,5166,0,128,360,1,1,1
1,1,3,0,0,4333,1811,160,360,0,2,1
0,0,0,0,0,3418,0,135,360,1,0,0
0,0,0,0,0,3237,0,30,360,1,2,1
1,1,0,0,0,11146,0,136,360,1,2,1
1,1,0,0,0,2620,2223,150,360,1,1,1
1,1,2,0,0,3900,0,90,360,1,1,1
1,1,1,0,0,2750,1842,115,360,1,1,1
1,1,0,0,0,3993,3274,207,360,1,1,1
1,1,0,0,0,3103,1300,80,360,1,2,1
1,1,0,0,0,14583,0,436,360,1,1,1
0,1,0,1,0,4100,0,124,360,1,0,1
1,0,1,1,1,4053,2426,158,360,0,2,0
1,1,0,0,0,3927,800,112,360,1,1,1
1,1,2,0,0,2301,985,78,180,1,2,1
0,0,0,0,0,1811,1666,54,360,1,2,1
1,1,0,0,0,20667,0,120,360,1,0,0
1,0,0,0,0,3158,3053,89,360,1,0,1
0,0,0,0,1,2600,1717,99,300,1,1,0
1,1,0,0,0,3704,2000,120,360,1,0,1
0,0,0,0,0,4124,0,115,360,1,1,1
1,0,0,0,0,9508,0,187,360,1,0,1
1,1,2,0,0,3153,1560,134,360,1,2,1
0,0,0,0,0,5417,0,143,480,0,2,0
1,1,0,0,0,2383,3334,172,360,1,1,1
1,1,3,0,0,4416,1250,110,360,1,2,1
1,1,1,0,0,6875,0,200,360,1,1,1
0,1,1,0,0,4666,0,135,360,1,2,1
0,0,0,0,0,5000,2541,151,480,1,0,0
1,1,1,0,0,2014,2925,113,360,1,2,0
1,1,0,1,0,1800,2934,93,360,0,2,0
1,1,0,1,0,2875,1750,105,360,1,1,1
0,0,0,0,0,5000,0,132,360,1,0,1
1,0,0,0,0,4000,2500,140,360,1,0,1
1,0,0,1,0,2000,0,120,360,1,2,0
0,0,0,0,0,3762,1666,135,360,1,0,1
0,0,0,0,0,2400,1863,104,360,0,2,0
1,0,0,0,0,20233,0,480,360,1,0,0
0,0,0,0,0,2917,0,84,360,1,1,1
1,0,0,1,0,2927,2405,111,360,1,1,1
0,0,0,0,0,2507,0,56,360,1,0,1
1,1,2,0,1,5746,0,144,84,1,0,1
1,1,0,0,0,2473,1843,159,360,1,0,0
1,1,1,1,0,3399,1640,111,180,1,2,1
1,1,2,0,0,3717,0,120,360,1,1,1
1,1,0,0,0,2058,2134,88,360,1,2,1
1,1,1,0,1,10000,0,155,360,1,0,0
1,1,0,0,0,2400,2167,115,360,1,1,1
1,1,3,0,0,4342,189,124,360,1,1,1
1,1,2,1,0,3601,1590,120,360,1,0,1
0,0,0,0,0,3166,2985,132,360,1,0,1
1,1,1,0,1,8666,4983,376,360,0,0,0
1,0,0,0,0,4917,0,130,360,0,0,1
1,1,0,0,1,5818,2160,184,360,1,1,1
0,1,0,0,0,4333,2451,110,360,1,2,0
0,0,0,0,0,2500,0,67,360,1,2,1
1,0,1,0,0,4384,1793,117,360,1,2,1
1,0,0,0,0,2935,0,98,360,1,1,1
1,0,0,0,0,2833,0,71,360,1,2,1
1,1,0,0,0,63337,0,490,180,1,2,1
1,1,0,0,1,5503,4490,70,360,1,1,1
1,1,1,0,0,5250,688,160,360,1,0,1
1,1,2,0,1,2500,4600,176,360,1,0,1
0,0,3,1,0,1830,0,120,360,0,2,0
0,0,0,0,0,4160,0,71,360,1,1,1
1,1,3,1,0,2647,1587,173,360,1,0,0
0,0,0,0,0,2378,0,46,360,1,0,0
1,1,1,1,0,4554,1229,158,360,1,2,1
1,1,2,0,0,2583,2330,125,360,1,0,1
1,1,0,0,0,2499,2458,160,360,1,1,1
1,1,0,0,0,2625,6250,187,360,1,0,1
1,1,0,0,0,9083,0,228,360,1,1,1
1,0,0,0,0,8750,4167,308,360,1,0,0
1,1,3,0,0,2666,2083,95,360,1,0,1
0,1,0,0,0,2423,505,130,360,1,1,1
0,0,0,0,0,3813,0,116,180,1,2,1
1,1,2,0,0,8333,3167,165,360,1,0,1
1,1,1,0,0,3875,0,67,360,1,2,0
1,1,0,1,0,3000,1666,100,480,0,2,0
1,1,3,0,0,5167,3167,200,360,1,1,1
0,0,1,0,0,4723,0,81,360,1,1,0
1,1,2,0,0,5000,3667,236,360,1,1,1
1,1,0,0,0,4750,2333,130,360,1,2,1
1,0,0,0,1,6822,0,141,360,1,0,1
1,0,0,1,0,6216,0,133,360,1,0,0
1,0,0,0,0,2500,0,96,480,1,1,0
1,0,0,0,0,5124,0,124,360,0,0,0
1,1,1,0,0,6325,0,175,360,1,1,1
0,0,0,0,1,15759,0,55,360,1,1,1
1,1,2,0,0,5185,0,155,360,1,1,1
1,1,2,0,1,9323,7873,380,300,1,0,1
1,0,1,0,0,3062,1987,111,180,0,2,0
0,0,0,0,0,2764,1459,110,360,1,2,1
1,1,0,0,0,4817,923,120,180,1,2,1
1,1,3,0,0,8750,4996,130,360,1,0,1
1,1,0,0,0,4310,0,130,360,1,1,1
1,0,0,0,0,3069,0,71,480,1,2,0
1,1,2,0,0,5391,0,130,360,1,2,1
1,1,0,0,0,3333,2500,128,360,1,1,1
1,0,0,0,0,5941,4232,296,360,1,1,1
0,0,0,0,0,6000,0,156,360,1,2,1
1,0,0,0,1,7167,0,128,360,1,2,1
1,1,2,0,0,4566,0,100,360,1,2,0
1,0,1,0,0,3667,0,113,180,1,2,1
1,0,0,1,0,2346,1600,132,360,1,1,1
1,1,0,0,0,2333,2417,136,360,1,2,1
1,1,3,0,0,9504,0,275,360,1,0,1
1,1,0,0,0,2583,2115,120,360,1,2,1
1,1,2,1,0,1993,1625,113,180,1,1,1
1,1,2,0,0,3100,1400,113,360,1,2,1
1,1,2,0,0,3276,484,135,360,1,1,1
0,0,0,0,0,3180,0,71,360,0,2,0
1,1,0,0,0,3033,1459,95,360,1,2,1
1,0,0,1,0,3902,1666,109,360,1,0,1
0,0,0,0,0,1500,1800,103,360,0,1,0
1,1,2,1,0,2889,0,45,180,0,2,0
1,0,0,1,0,2755,0,65,300,1,0,0
0,0,0,1,0,1963,0,53,360,1,1,1
0,0,0,0,0,4547,0,115,360,1,1,1
1,1,0,1,0,2167,2400,115,360,1,2,1
1,1,1,0,0,8300,0,152,300,0,1,0
1,1,3,0,0,81000,0,360,360,0,0,0
0,0,1,1,1,3867,0,62,360,1,1,0
1,1,0,0,0,6256,0,160,360,1,2,1
1,1,0,1,0,6096,0,218,360,0,0,0
1,1,0,1,0,2253,2033,110,360,1,0,1
0,1,0,1,0,2149,3237,178,360,0,1,0
0,0,0,0,0,2995,0,60,360,1,2,1
0,0,1,0,0,2600,0,160,360,1,2,0
1,1,0,0,0,1025,2773,112,360,1,0,1
1,1,0,0,0,3246,1417,138,360,1,1,1
1,1,0,0,0,5829,0,138,360,1,0,1
1,1,0,0,0,1820,1719,100,360,1,2,1
1,1,1,0,0,7250,1667,110,360,0,2,0
1,1,0,0,0,14880,0,96,360,1,1,1
1,1,0,0,0,2666,4300,121,360,1,0,1
0,0,1,1,0,4606,0,81,360,1,0,0
1,1,2,0,0,5935,0,133,360,1,1,1
1,1,0,0,0,2920,16,87,360,1,0,1
1,0,0,1,0,2717,0,60,180,1,2,1
0,0,1,0,1,8624,0,150,360,1,1,1
1,0,0,0,0,6500,0,105,360,0,0,0
1,0,0,0,0,12876,0,405,360,1,1,1
1,1,0,0,0,2425,2340,143,360,1,1,1
1,0,0,0,0,3750,0,100,360,1,2,1
0,1,0,0,0,10047,0,120,240,1,1,1
1,0,0,0,0,1926,1851,50,360,1,1,1
1,1,0,0,0,2213,1125,120,360,1,2,1
1,0,0,0,1,10416,0,187,360,0,2,0
0,1,0,1,1,7142,0,138,360,1,0,1
1,0,0,0,0,3660,5064,187,360,1,1,1
1,1,0,0,0,7901,1833,180,360,1,0,1
1,0,1,0,0,37719,0,152,360,1,1,1
1,1,0,0,0,7333,8333,175,300,1,0,1
1,1,1,0,1,3466,1210,130,360,1,0,1
1,1,2,1,0,4652,0,110,360,1,0,1
1,1,0,0,0,3539,1376,55,360,1,0,0
1,1,2,0,0,3340,1710,150,360,0,0,0
1,0,1,1,1,2769,1542,190,360,1,1,0
1,1,2,1,0,2309,1255,125,360,0,0,0
1,1,0,0,0,3948,1733,149,360,0,0,0
1,1,0,0,0,2483,2466,90,180,0,0,1
1,0,0,0,1,7085,0,84,360,1,1,1
1,1,2,0,0,3859,0,96,360,1,1,1
1,1,0,0,0,4301,0,118,360,1,2,1
1,1,0,0,0,3708,2569,173,360,1,2,0
1,1,0,0,0,8334,0,160,360,1,1,0
1,1,0,0,1,2083,4083,160,360,1,1,1
1,1,3,0,0,7740,0,128,180,1,2,1
1,1,0,0,0,3015,2188,153,360,1,0,1
0,0,1,1,0,5191,0,132,360,1,1,1
1,0,0,0,0,4166,0,98,360,0,1,0
1,0,0,0,0,6000,0,140,360,1,0,1
1,1,3,1,0,2947,1664,70,180,0,2,0
1,1,0,0,0,16692,0,110,360,1,1,1
0,1,2,1,0,210,2917,98,360,1,1,1
1,1,0,0,0,4333,2451,110,360,1,2,0
1,1,1,0,1,3450,2079,162,360,1,1,1
1,1,1,1,0,2653,1500,113,180,0,0,0
0,0,0,0,1,2500,0,93,360,1,2,1
1,0,2,0,0,5532,4648,162,360,1,0,1
1,1,2,0,1,16525,1014,150,360,1,0,1
1,1,1,0,1,16667,2250,86,360,1,1,1
0,0,0,1,0,4350,0,154,360,1,0,1
1,1,3,1,0,3095,0,113,360,1,0,1
1,1,2,0,0,8333,0,246,360,1,1,1
1,1,1,1,0,1958,2436,131,360,1,0,1
1,0,2,0,0,3547,0,80,360,0,0,0
1,1,1,0,0,18333,0,500,360,1,2,0
1,1,2,0,1,4583,2083,160,360,1,1,1
1,0,0,0,0,2435,0,75,360,1,2,0
1,0,0,1,0,2699,2785,96,360,1,1,1
1,1,1,1,0,5333,1131,186,360,1,2,1
1,0,0,1,0,3691,0,110,360,1,0,1
1,1,0,0,0,3597,2157,119,360,0,0,0
0,1,1,0,0,3326,913,105,84,1,1,1
1,1,0,1,0,2600,1700,107,360,1,0,1
1,1,0,0,0,4625,2857,111,12,1,2,1
1,1,1,0,1,2895,0,95,360,1,1,1
0,0,0,0,0,645,3683,113,480,1,0,1
0,0,0,0,0,3159,0,100,360,1,1,1
1,1,2,0,0,4865,5624,208,360,1,1,1
1,1,1,1,0,4050,5302,138,360,1,0,0
1,1,0,1,0,3814,1483,124,300,1,1,1
1,1,2,0,0,3510,4416,243,360,1,0,1
1,0,0,0,0,3583,0,96,360,1,2,0
1,1,0,0,1,2479,3013,188,360,1,2,1
1,0,0,1,0,3598,1287,100,360,1,0,0
1,1,1,0,0,6065,2004,250,360,1,1,1
1,1,2,0,0,3283,2035,148,360,1,2,1
1,1,0,0,0,2130,6666,70,180,1,1,0
1,0,0,0,0,5815,3666,311,360,1,0,0
1,1,3,0,0,3466,3428,150,360,1,0,1
0,1,2,0,0,2031,1632,113,480,1,1,1
1,1,2,1,0,2192,1742,45,360,1,1,1
1,0,0,0,0,2500,0,55,360,1,1,1
1,1,3,0,1,5677,1424,100,360,1,0,1
1,1,2,0,1,7948,7166,480,360,1,0,1
1,0,0,0,0,4680,2087,120,360,1,1,0
1,1,2,0,1,17500,0,400,360,1,0,1
1,1,0,0,0,3775,0,110,360,1,1,1
1,0,1,1,0,2679,1302,94,360,1,1,1
1,1,0,0,0,1025,5500,216,360,1,0,1
1,1,3,0,0,4281,0,100,360,1,2,1
1,0,2,0,0,3588,0,110,360,0,0,0
1,0,1,0,0,11250,0,196,360,1,1,0
0,0,0,1,1,18165,0,125,360,1,2,1
1,0,0,1,0,2550,2042,126,360,1,0,1
1,1,0,0,0,6133,3906,324,360,1,2,1
1,0,2,0,0,3617,0,107,360,1,1,1
1,1,3,0,0,6417,0,157,180,1,0,1
0,1,1,0,0,4608,2845,140,180,1,1,1
0,0,0,0,0,2138,0,99,360,0,1,0
0,0,1,0,0,3652,0,95,360,1,1,1
1,1,1,1,0,2239,2524,128,360,1,2,1
1,0,0,1,0,3358,0,80,36,1,1,0
1,0,0,0,0,2526,1783,145,360,1,0,1
0,0,0,0,0,5000,0,103,360,0,1,0
1,1,0,0,0,2785,2016,110,360,1,0,1
1,1,2,0,1,6633,0,120,360,0,0,0
1,1,1,1,0,2492,2375,120,360,1,0,1
1,1,0,1,0,2454,2333,181,360,0,2,0
1,1,0,0,0,3593,4266,132,180,0,0,0
1,1,1,0,0,5468,1032,26,360,1,1,1
0,0,0,0,0,2667,1625,84,360,1,2,1
1,1,3,0,1,10139,0,260,360,1,1,1
1,1,0,0,0,3887,2669,162,360,1,1,1
0,1,0,0,0,4180,2306,182,360,1,1,1
1,1,2,1,0,3675,242,108,360,1,1,1
0,1,1,0,1,19484,0,600,360,1,1,1
1,1,0,0,0,5923,2054,211,360,1,0,1
1,0,0,1,1,5800,0,132,360,1,1,1
1,1,2,0,0,8799,0,258,360,0,2,0
1,1,0,1,0,4467,0,120,360,1,0,1
1,0,0,0,0,3333,0,70,360,1,2,1
0,0,0,0,0,2378,0,9,360,1,2,0
1,1,0,0,0,3166,2064,104,360,0,2,0
1,1,1,0,0,3417,1750,186,360,1,2,1
1,1,2,0,0,16666,0,275,360,1,2,1
1,1,2,0,0,3159,461,108,84,1,2,1
1,0,0,0,0,3229,2739,110,360,1,2,1
1,1,1,0,0,1782,2232,107,360,1,0,1
1,0,0,0,0,3182,2917,161,360,1,2,1
1,1,2,0,0,6540,0,205,360,1,1,1
1,0,0,0,0,1836,33837,90,360,1,2,0
0,1,0,0,0,3166,0,36,360,1,1,1
1,1,1,0,0,1880,0,61,360,1,0,0
1,1,1,0,0,4283,3000,172,84,1,0,0
1,1,0,0,0,2297,1522,104,360,1,2,1
0,0,0,1,0,2165,0,70,360,1,1,1
1,0,0,0,0,4750,0,94,360,1,1,1
1,1,2,0,1,2726,0,106,360,0,1,0
1,1,0,0,0,3000,3416,56,180,1,1,1
1,1,2,0,1,6000,0,205,240,1,1,0
1,0,3,0,1,9357,0,292,360,1,1,1
1,1,0,0,0,3859,3300,142,180,1,0,1
1,0,0,1,0,3833,0,110,360,1,0,1
1,0,0,0,0,2987,0,88,360,0,1,0
1,1,0,0,1,9963,0,180,360,1,0,1
1,1,2,0,0,5780,0,192,360,1,2,1
0,0,3,0,0,416,41667,350,180,1,2,0
1,1,0,1,0,2894,2792,155,360,1,0,1
1,1,3,0,0,5703,0,128,360,1,2,1
0,1,1,0,0,12000,0,496,360,1,1,1
1,1,0,1,0,2400,3800,120,180,1,2,0
1,1,2,1,0,3987,1411,157,360,1,0,1
1,1,0,0,0,3232,1950,108,360,1,0,1
0,0,0,0,0,2900,0,71,360,1,0,1
1,1,3,0,0,4106,0,40,180,1,0,1
1,1,1,0,0,8072,240,253,360,1,2,1
1,1,2,0,0,7583,0,187,360,1,2,1
0,0,0,0,1,4583,0,133,360,0,1,0
1,1,0,0,0,3679,3872,182,360,0,0,0
0,0,0,0,0,4897,2396,141,441,1,0,0
0,0,0,0,0,9968,0,215,360,1,1,0
1,0,0,0,0,1965,0,103,360,1,1,0
1,0,1,0,0,10683,3777,173,195,0,1,0
1,0,0,0,0,3186,0,96,360,1,1,0
1,1,0,0,0,3273,1319,93,360,0,0,0
0,0,0,0,0,5261,0,132,416,0,0,0
1,1,2,0,0,2144,18791,274,360,0,1,0
1,0,0,0,0,11187,0,167,360,1,1,0
1,1,0,0,0,3365,2075,124,360,0,0,0
1,0,0,0,0,3153,2163,120,180,0,2,0
0,0,3,0,0,1723,29290,328,245,1,1,0
1,1,0,0,0,4921,0,114,360,0,0,0
1,1,0,0,0,3887,2882,183,360,1,2,0
1,1,0,0,0,2860,376,77,360,0,0,0
1,1,1,0,0,3388,4062,164,332,0,0,0
0,0,0,0,0,4173,0,115,360,0,1,0
1,0,0,0,0,17811,0,166,360,0,1,0
1,1,1,0,0,4079,2972,164,183,1,0,0
1,1,0,0,0,3540,2167,122,360,0,0,0
0,0,0,0,1,11175,0,154,360,0,2,0
