Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,1,1,0,0,1538,1425,30,360,1,2,1
1,0,0,0,0,3254,0,50,360,1,2,1
1,1,0,0,0,3166,2064,104,360,0,2,0
1,1,3,0,0,5167,3167,200,360,1,1,1
0,0,0,1,0,4350,0,154,360,1,0,1
1,0,0,1,0,2699,2785,96,360,1,1,1
1,1,0,0,0,20667,0,120,360,1,0,0
1,1,0,0,0,8326,0,158,347,0,1,0
0,0,0,0,0,2523,1892,111,360,0,1,0
1,1,1,0,0,3400,2500,173,360,1,1,1
1,0,1,0,0,37719,0,152,360,1,1,1
1,1,0,0,0,4107,3356,196,360,0,1,0
1,0,0,0,0,6264,0,121,360,0,0,0
1,0,0,0,0,3069,1869,118,293,0,1,0
1,0,0,0,0,1789,4466,135,360,0,0,0
1,1,0,1,0,3572,4114,152,360,0,0,0
1,1,2,1,0,7667,0,185,360,1,0,1
1,0,0,0,1,11000,0,83,360,1,2,0
1,0,1,0,0,2369,0,106,408,1,0,0
1,1,1,0,0,5649,0,44,360,1,2,1
1,1,3,1,1,5703,0,130,360,1,0,1
0,0,3,0,0,939,36708,341,206,1,1,0
1,0,0,0,0,6312,0,115,360,0,0,0
1,0,0,1,0,6188,0,152,360,0,0,0
1,1,0,1,0,4300,2014,194,360,1,0,1
0,0,0,0,0,3762,1666,135,360,1,0,1
1,1,0,0,0,3000,3416,56,180,1,1,1
0,0,0,0,0,5101,2469,155,458,1,0,0
1,1,0,0,0,14683,2100,304,360,1,0,0
0,0,0,0,0,645,3683,113,480,1,0,1
1,1,2,0,0,3510,4416,243,360,1,0,1
1,0,0,0,0,5855,3779,278,329,1,0,0
1,1,2,0,0,3900,0,90,360,1,1,1
1,1,2,0,1,5417,4196,267,360,1,2,1
0,0,0,0,0,3517,0,77,360,0,2,0
1,0,0,0,0,3865,1640,120,360,1,0,1
1,1,3,0,0,3466,3428,150,360,1,0,1
1,0,1,1,0,2674,1507,127,214,0,0,0
1,1,0,1,1,2609,3449,165,180,0,0,0
1,1,0,0,0,2400,0,75,360,1,2,1
0,0,2,0,0,3427,0,138,360,1,2,0
1,1,0,0,0,5708,5625,187,360,1,1,1
1,1,0,0,0,3500,1667,114,360,1,1,1
0,0,0,0,0,4597,0,133,360,0,1,0
0,0,0,0,0,5417,0,143,480,0,2,0
1,0,0,0,0,4426,2353,112,360,1,1,0
1,1,0,0,0,10833,0,234,360,1,1,1
1,0,0,0,0,2500,0,96,480,1,1,0
1,0,2,0,0,3588,0,110,360,0,0,0
1,1,1,0,1,2895,0,95,360,1,1,1
0,0,0,0,0,3381,0,92,360,0,0,0
1,1,3,0,0,5516,11300,495,360,0,1,0
1,1,0,0,0,6000,2250,265,360,1,1,0
1,1,0,1,0,2400,3800,120,180,1,2,0
1,1,0,0,0,9323,0,75,180,1,2,1
1,0,0,0,0,3672,0,76,360,1,2,0
0,0,1,0,0,1504,1824,158,375,0,2,0
1,1,0,0,0,2500,2118,104,360,1,1,1
0,0,0,0,0,3510,0,76,360,0,2,0
1,0,0,0,0,8333,3750,187,360,1,0,1
0,0,0,0,0,4230,0,112,360,1,1,0
0,0,2,0,0,849,39278,270,234,1,2,0
1,1,2,0,0,8333,0,246,360,1,1,1
1,1,0,0,0,5746,0,255,360,1,2,0
1,1,0,0,0,2620,2223,150,360,1,1,1
1,1,3,1,1,7100,0,125,60,1,2,1
1,0,0,1,0,2717,0,60,180,1,2,1
1,1,0,0,0,4817,923,120,180,1,2,1
0,0,1,0,0,3541,0,112,360,1,1,1
1,1,2,0,1,6000,0,205,240,1,1,0
1,1,1,0,0,1880,0,61,360,1,0,0
1,1,2,0,0,3051,2517,160,360,0,1,0
0,0,0,0,0,2378,0,46,360,1,0,0
1,0,0,1,1,2583,2167,104,360,1,0,1
1,0,2,0,0,4923,0,166,360,0,1,1
1,0,0,0,0,5924,3976,222,276,1,0,0
1,0,0,1,0,3598,1287,100,360,1,0,0
1,1,3,0,0,4106,0,40,180,1,0,1
1,1,3,0,0,4000,7750,290,360,1,1,0
0,1,0,0,0,4599,0,122,360,1,0,0
0,1,1,0,0,3326,913,105,84,1,1,1
1,1,0,0,1,3000,0,66,360,1,2,1
0,0,0,0,0,4597,0,133,360,0,1,0
0,0,1,0,0,4642,0,81,360,1,0,0
1,0,0,1,0,7333,0,120,360,1,0,0
1,1,3,0,0,5250,0,94,360,1,2,0
1,1,0,1,1,4695,0,96,360,1,2,1
1,1,0,0,0,5807,1919,180,411,1,0,0
1,1,1,1,0,2239,2524,128,360,1,2,1
0,1,0,0,0,3166,0,36,360,1,1,1
1,1,0,0,0,16692,0,110,360,1,1,1
1,1,0,0,0,5568,2142,175,360,1,0,0
1,0,0,0,0,6500,0,105,360,0,0,0
0,0,0,0,0,2451,1848,142,360,0,0,0
1,1,0,0,0,7901,1833,180,360,1,0,1
0,0,0,0,0,2400,1863,104,360,0,2,0
1,0,1,1,0,3596,0,100,240,1,2,1
1,1,2,1,0,2889,0,45,180,0,2,0
1,1,0,0,0,1923,2928,104,360,0,2,0
0,0,0,1,1,17263,0,225,360,1,1,1
1,1,0,1,0,3523,3230,152,360,0,0,0
1,0,0,0,0,2479,0,59,360,1,2,1
1,1,1,1,0,4745,0,115,360,0,1,0
1,0,1,0,0,4981,2083,174,360,1,0,0
1,1,3,0,0,3130,2502,148,360,0,0,0
0,1,1,0,0,2940,3756,153,326,0,1,0
0,0,0,0,0,2917,0,84,360,1,1,1
1,0,1,0,0,3799,3609,215,360,0,2,0
1,1,0,0,0,2995,1660,101,469,0,2,0
1,1,1,0,0,3315,0,96,360,1,1,1
0,0,0,0,0,2900,0,71,360,1,0,1
1,1,1,1,0,4800,0,108,360,0,0,0
1,1,3,0,0,3167,4000,180,300,0,1,0
1,1,0,0,0,3232,1950,108,360,1,0,1
0,0,0,0,0,4598,0,133,360,0,1,0
1,1,0,0,0,2400,2167,115,360,1,1,1
1,1,0,0,1,9560,0,191,360,1,1,1
1,0,0,1,0,3902,1666,109,360,1,0,1
1,1,2,0,1,2726,0,106,360,0,1,0
1,1,1,1,0,2600,2500,90,360,1,1,1
1,1,3,0,0,2666,2083,95,360,1,0,1
1,1,1,1,0,2510,1983,140,180,1,2,0
1,1,1,1,0,5333,1131,186,360,1,2,1
1,0,0,0,0,4680,2087,120,360,1,1,0
0,1,1,0,0,2825,3634,140,339,0,1,0
1,0,0,0,0,1926,1851,50,360,1,1,1
1,1,2,1,0,1993,1625,113,180,1,1,1
1,1,0,0,0,2439,3333,129,360,1,0,1
1,1,1,0,1,10513,3850,160,180,0,2,0
1,0,2,0,0,5532,4648,162,360,1,0,1
1,0,0,0,0,5050,0,118,360,1,1,1
0,0,0,1,0,2165,0,70,360,1,1,1
0,0,0,1,0,2720,0,80,360,0,2,0
0,0,0,0,0,3418,0,135,360,1,0,0
1,1,2,0,0,5780,0,192,360,1,2,1
1,1,3,0,0,39999,0,600,180,0,1,1
1,0,0,0,0,1815,32651,102,360,1,2,0
1,1,1,0,0,3717,2925,151,360,1,1,0
1,1,0,0,0,1977,997,50,360,1,1,1
0,1,0,0,0,4583,0,84,360,1,0,0
1,1,1,1,0,4554,1229,158,360,1,2,1
0,0,0,0,0,2667,1625,84,360,1,2,1
1,0,0,0,0,2718,0,70,360,1,1,1
